30.448901,-97.762507
30.448901,-97.762507
30.448901,-97.762507
30.448901,-97.762507
30.44893,-97.762444
30.44893,-97.762444
30.448969,-97.762421
30.449007,-97.762331
30.449057,-97.762225
30.449063,-97.762205
30.449087,-97.762151
30.449094,-97.762114
30.449083,-97.76208
30.449106,-97.761985
30.449112,-97.761976
30.449128,-97.761959
30.449142,-97.761939
30.449147,-97.761928
30.449152,-97.761905
30.449167,-97.761852
30.449171,-97.761836
30.449176,-97.761825
30.449222,-97.761749
30.449231,-97.76175
30.449274,-97.761711
30.44928,-97.761705
30.449296,-97.761681
30.449312,-97.761662
30.449326,-97.761632
30.44933,-97.761607
30.449339,-97.761562
30.449352,-97.761527
30.449381,-97.761442
30.44938,-97.761429
30.449384,-97.761418
30.449441,-97.761282
30.449446,-97.761255
30.449457,-97.761235
30.449459,-97.76123
30.449458,-97.761216
30.449457,-97.761209
30.449457,-97.761206
30.449448,-97.761191
30.449446,-97.761129
30.449449,-97.761111
30.449443,-97.761084
30.449429,-97.761069
30.44942,-97.761054
30.449411,-97.760995
30.449394,-97.760897
30.449371,-97.760837
30.449369,-97.760826
30.449353,-97.760781
30.449349,-97.760768
30.449333,-97.760708
30.449292,-97.760643
30.449238,-97.760489
30.449222,-97.76044
30.449201,-97.760402
30.449191,-97.76038
30.449173,-97.760294
30.44914,-97.760198
30.449126,-97.760175
30.449104,-97.760153
30.449095,-97.760149
30.449081,-97.760126
30.449061,-97.760083
30.449028,-97.760042
30.449012,-97.760003
30.449007,-97.759994
30.448989,-97.759963
30.44897,-97.75993
30.448925,-97.759825
30.448886,-97.759713
30.448865,-97.75968
30.448856,-97.759659
30.448837,-97.759627
30.448827,-97.759592
30.44878,-97.759509
30.448737,-97.759366
30.448707,-97.759299
30.448688,-97.759228
30.44867,-97.759123
30.448672,-97.759087
30.448674,-97.759061
30.448695,-97.758952
30.448699,-97.758937
30.448705,-97.7589
30.448729,-97.758837
30.448734,-97.75876
30.448726,-97.758692
30.448733,-97.758634
30.44874,-97.758599
30.448749,-97.75851
30.448751,-97.758499
30.448752,-97.758472
30.448763,-97.758421
30.448766,-97.75841
30.448784,-97.75833
30.448791,-97.758314
30.448791,-97.758283
30.448806,-97.758186
30.448809,-97.758124
30.448746,-97.757989
30.448727,-97.757977
30.448723,-97.75797
30.448704,-97.757951
30.448689,-97.757937
30.448675,-97.757928
30.448661,-97.75792
30.448622,-97.757893
30.448613,-97.757887
30.44857,-97.757868
30.448527,-97.75783
30.448508,-97.757692
30.44851,-97.75767
30.448512,-97.75766
30.448512,-97.757614
30.448514,-97.757585
30.448534,-97.757532
30.448535,-97.757525
30.448534,-97.757511
30.44855,-97.757438
30.448562,-97.75736
30.448565,-97.757329
30.448566,-97.757231
30.448561,-97.757214
30.448488,-97.757109
30.448422,-97.757065
30.448415,-97.757063
30.44839,-97.757047
30.448389,-97.757027
30.448389,-97.757014
30.448392,-97.756967
30.448391,-97.756958
30.448387,-97.75695
30.448385,-97.756941
30.448377,-97.75689
30.448376,-97.756873
30.448349,-97.756817
30.448318,-97.756772
30.448309,-97.756752
30.448288,-97.756683
30.448251,-97.756593
30.448239,-97.756575
30.448222,-97.756519
30.44822,-97.756504
30.448215,-97.756488
30.448214,-97.756474
30.448189,-97.756393
30.448193,-97.75636
30.448195,-97.756303
30.44821,-97.756239
30.448215,-97.756213
30.448224,-97.756126
30.448221,-97.756113
30.448178,-97.756053
30.448156,-97.756022
30.44813,-97.755989
30.448111,-97.75595
30.448094,-97.755878
30.448095,-97.755867
30.448096,-97.755781
30.44808,-97.755743
30.448069,-97.755695
30.448059,-97.755667
30.448049,-97.75564
30.448043,-97.755617
30.448014,-97.755504
30.448015,-97.75547
30.447987,-97.755349
30.447983,-97.755283
30.44798,-97.75522
30.447951,-97.755104
30.44795,-97.755045
30.447934,-97.754923
30.44793,-97.754912
30.447929,-97.754898
30.447925,-97.754874
30.447909,-97.754751
30.447879,-97.754642
30.447875,-97.754613
30.447874,-97.754605
30.447886,-97.754544
30.447889,-97.754517
30.447893,-97.754507
30.447898,-97.754482
30.447945,-97.754341
30.447994,-97.754246
30.448027,-97.754163
30.448041,-97.754138
30.44805,-97.754125
30.44808,-97.754088
30.448138,-97.754014
30.448147,-97.753998
30.448168,-97.753972
30.44818,-97.75396
30.448252,-97.753877
30.448372,-97.753854
30.448399,-97.753848
30.448485,-97.753801
30.448506,-97.753788
30.448542,-97.753785
30.448551,-97.753778
30.448583,-97.753705
30.448591,-97.753689
30.448608,-97.753682
30.448613,-97.753683
30.448617,-97.75368
30.448619,-97.753679
30.448624,-97.753679
30.448598,-97.753654
30.448594,-97.753648
30.44859,-97.753638
30.448588,-97.753634
30.448586,-97.75363
30.448581,-97.753624
30.448579,-97.753619
30.448579,-97.753616
30.448579,-97.753619
30.448577,-97.753621
30.448575,-97.753626
30.44857,-97.753653
30.44857,-97.753656
30.448573,-97.753664
30.448573,-97.753663
30.448573,-97.753663
30.448571,-97.753661
30.44857,-97.753653
30.448571,-97.75365
30.44858,-97.753653
30.448579,-97.753651
30.448578,-97.753649
30.448578,-97.753649
30.448581,-97.753649
30.448588,-97.753658
30.4486,-97.753668
30.448608,-97.753683
30.448613,-97.753692
30.448609,-97.753688
30.448607,-97.753683
30.448611,-97.753682
30.44861,-97.753675
30.448615,-97.753674
30.448627,-97.753672
30.44863,-97.753671
30.448631,-97.753672
30.448629,-97.753667
30.448628,-97.753665
30.448627,-97.753661
30.448626,-97.753658
30.44862,-97.753649
30.448617,-97.753672
30.448618,-97.753666
30.44862,-97.75367
30.448622,-97.753666
30.448618,-97.753663
30.448612,-97.753663
30.448614,-97.753673
30.448611,-97.753678
30.448612,-97.753677
30.448612,-97.753681
30.448614,-97.753676
30.448614,-97.753674
30.448615,-97.753666
30.448617,-97.75366
30.448618,-97.753659
30.448618,-97.753657
30.44862,-97.753654
30.448621,-97.75367
