30.448709,-97.762806
30.44873,-97.762785
30.44875,-97.762764
30.448771,-97.762743
30.448792,-97.762722
30.448812,-97.762701
30.448833,-97.76268
30.448854,-97.762639
30.448865,-97.762628
30.448868,-97.762619
30.448873,-97.762612
30.448884,-97.762602
30.448898,-97.76259
30.448909,-97.76258
30.448935,-97.762571
30.448932,-97.762583
30.44891,-97.762601
30.448901,-97.762612
30.44888,-97.762632
30.448818,-97.76266
30.44881,-97.762655
30.448772,-97.762625
30.448764,-97.762616
30.448761,-97.762611
30.448757,-97.762606
30.448753,-97.7626
30.448744,-97.762595
30.448733,-97.762588
30.448724,-97.762587
30.448727,-97.762586
30.448726,-97.762584
30.448721,-97.762578
30.448705,-97.762558
30.448699,-97.762561
30.448699,-97.762562
30.448696,-97.762558
30.448692,-97.762549
30.448681,-97.762547
30.448673,-97.762547
30.448667,-97.762551
30.448658,-97.762557
30.448655,-97.762557
30.448667,-97.762578
30.448665,-97.762585
30.448651,-97.762594
30.44865,-97.762595
30.448652,-97.762589
30.448649,-97.762591
30.448654,-97.762596
30.448656,-97.762595
30.448665,-97.762584
30.448666,-97.762579
30.448669,-97.762575
30.448674,-97.762566
30.448668,-97.762559
30.448667,-97.762566
30.44867,-97.762569
30.448676,-97.762575
30.448679,-97.762578
30.448708,-97.76259
30.44874,-97.7626
30.448736,-97.762609
30.448736,-97.76261
30.448736,-97.762614
30.448739,-97.76262
30.448721,-97.762644
30.448722,-97.762652
30.448717,-97.762655
30.448697,-97.762655
30.448691,-97.762656
30.448687,-97.762655
30.448661,-97.762648
30.448653,-97.762644
30.448714,-97.76276
30.448738,-97.762813
30.448741,-97.76282
30.44874,-97.762829
30.448739,-97.762828
30.44873,-97.762823
30.44873,-97.762823
30.448726,-97.762824
30.448727,-97.762824
30.448728,-97.762825
30.448736,-97.762832
30.448738,-97.762832
30.44874,-97.762837
30.448741,-97.762838
30.448739,-97.762843
30.448733,-97.762862
30.448723,-97.762867
30.448721,-97.762868
30.448716,-97.762868
30.448709,-97.762865
30.448715,-97.762865
30.448715,-97.762867
30.448723,-97.762864
30.448725,-97.762865
30.448733,-97.762867
30.44874,-97.762868
30.44875,-97.762863
30.448752,-97.762861
30.448752,-97.762852
30.448747,-97.762848
30.448743,-97.762846
30.448727,-97.762846
30.448721,-97.762841
30.448704,-97.762802
30.448701,-97.762796
30.448729,-97.762789
30.448732,-97.76279
30.448732,-97.762793
30.448727,-97.762799
30.448722,-97.762806
30.448715,-97.76281
30.448712,-97.76281
30.448714,-97.762807
30.448712,-97.762807
30.448712,-97.762805
30.448703,-97.762807
30.4487,-97.762806
30.448706,-97.762801
30.448706,-97.762802
30.448707,-97.762804
30.448693,-97.762825
30.448685,-97.762851
30.448686,-97.762848
30.448688,-97.762836
30.44869,-97.762832
30.448699,-97.76284
30.448695,-97.76284
30.448693,-97.762851
30.448698,-97.762855
